0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
39,72035350,ACT,279000,,07/08/2016,,,591,,101 Winter St.,Fall River,MA,2720,,6,6,2288,144,4898,Diane Campos,Carolyn A. Burton & Associates,(508) 678-8083,"Owner, Call List Agent","circa 1874,  The George Fraprie House.  Listed on the city Register of Historic Structures.  A unique investment opportunity to own  6 Studio Units with driveway and detached garage.  New windows.  All units have refrigerators and stoves.  Some units are furnished.  Good rents, good tenants, quiet area.Rents include heat, electric, and hot water.  Security lighting in halls and outside..   Can be purchased with owner/agent owned adjoining multi family investment properties, and multi family units around corner. Deed can transfer after 9/30/16. A great opportunity.",,,1,,,Spencer Borden,James M. Morton,BMC durfee High,,MF,Winter St.,101,101,http://media.mlspin.com/photo.aspx?mls=72035350
40,72035597,ACT,702000,,07/09/2016,,,590,,121/127 Winter St.,Fall River,MA,2720,,10,14,2514,114,9147,Diane Campos,Carolyn A. Burton & Associates,(508) 678-8083,"Owner, Call List Agent","Historic Lower Highlands. 2 Houses, one lot. Easy to manage.  14 total units. 121 winter St. c.1904 HIlton House on city register of historic structures. 5 one bed. units and 1-2 bed. unit.  127 Winter St. c.1865 Mary A. Brayton House. Gingerbread trimmed porch and other architectural features..  4 one bed. units/ and 4 studio units. Refrigerators and stoves included in all units.  Some units furnished.  New windows.  Security lighting in halls and outside.  Extra income from coin-op laundry at 121 Winter. Heat, electric, hot water included in rents.   Can be purchased with agent/owner owned adjacent properties and properties around the corner. Good area, good tenants, close to everything.A great investment opportunity. Deed can be transferred after 9/30/2016.",,,0,,,Spencer Borden,James M. Morton,BMC durfee High,,MF,Winter St.,121127,121/127,http://media.mlspin.com/photo.aspx?mls=72035597
41,72039732,ACT,170000,,7/18/2016,,,151,,1201 S Main St,Fall River,MA,2724,,3,2,2171,93,9974,Tony Nakhle,eXp Realty,(888) 854-7493,Schedule with ShowingTime or call 888-627-2775,"Approved Short Sale.  Being sold in ""as is"" condition. 2nd unit needs renovation. Basement was previously used as a hair salon. Now it's fully gutted.  Status of building is mixed used so no FHA. Buyer is responsible for due diligence, obtaining smoke certs.",,,0,,,,,,,MF,S Main St,1201,1201,http://media.mlspin.com/photo.aspx?mls=72039732
42,72041188,ACT,135000,,7/20/2016,,,522,,36 King St,Monson,MA,1057,,4,2,2421,241,1089000,Cathy Mushenko,Coldwell Banker Residential Brokerage - Longmeadow,(413) 567-8931,"Lock Box, Appointment Required, Sign","Remaining land and meeting house built from the 100 acre kings grant for settlers to develop and incorporate into the town of Monson.This plus or minus 25 acre parcel with  +/_ 324 frontage on King Street has much opportunity for the creative buyer. Perhaps two building lots, one being an estate lot. Or one estate lot plus the present home. Great neighborhood and country location with scenic views. Being sold in as where as condition. Buyer to verify usages with the town. Also two outbuildings on property.",,,0,,,Quarry Hill,Granite Valley,Monson High,,MF,King St,36,36,http://media.mlspin.com/photo.aspx?mls=72041188
43,72044442,ACT,1200000,,7/27/2016,,,572,,284 Lafayette St,Salem,MA,1970,,11,11,5942,139,7200,Sarah Lubeck,Harborside Sotheby's International Realty,(781) 631-8800,"Call List Agent, Accompanied Showings, Appointment Required","Currently run as a bed and breakfast but possible candidate for rental income or condo conversion.  The Coach House Inn is a beautiful Victorian mansion built by a sea captain in 1879.  Boasting 11 guest bedrooms, many with private bath and sitting area.  Lower level apartment perfect for rental income, owner living space or property manager accommodations.  Walking distance to Salem State University, the harbor, downtown Salem and nearby public transportation.  Hardwood floors throughout, plenty of off street parking, outdoor space and lots of charm- not an opportunity to be missed!  Buyer to do own due diligence.",,,0,,,,,,,MF,Lafayette St,284,284,http://media.mlspin.com/photo.aspx?mls=72044442
44,72051583,ACT,285000,,08/10/2016,,,740,,38 West St,Clinton,MA,1510,,6,2,2402,118,11250,Chung - Ling S. Wu,Coldwell Banker Residential Brokerage - Acton,(978) 263-3303,Call List Agent,"A great investment property, total rent $2720 per month,  nice two family house, locate in center of Clinton. Spacious 2 & 4 bedroom apartments in 2 units with all separate utilities & laundry facility in each unit. Hardwood floor throughout, gas heated, large storage space in walk out basement & has a big back yard. Unit #1 has 2 good size bedrooms & unit #2  has 4 bedrooms, central A/C for both unit! Convenient location, walking distance to downtown for shopping, restaurants, entertainment & center greens. Motivated seller. Commercial garage makes additional rent",,,2,,,Clinton Elem,Clinton Middle,Clinton High,,MF,West St,38,38,http://media.mlspin.com/photo.aspx?mls=72051583
45,72053874,SLD,98000,92000,8/16/2016,12/27/2017,,147,147,199 Summer Street,Lunenburg,MA,1462,,4,2,1778,118,12632,Scott Simpson,Century 21 North Shore/Storrs & DeNault,(978) 537-5100,"Call List Agent, Accompanied Showings, Appointment Required, Sign","2 Family home on a lively street in Lunenburg. This lot has a lot of frontage on Summer St, giving it a large side yard. Buyers should bring their toolbox and imagination to turn this house into a fantastic an owner occupied, or rental real estate investment! This is a short sale, priced to go to an investor ready to make a great deal. 1st Showings available by appointment Monday-Friday before 5 PM. 2nd floor can be shown on weekends.",,,0,,,,,,,MF,Summer Street,199,199,http://media.mlspin.com/photo.aspx?mls=72053874
46,72054244,ACT,1699000,,8/16/2016,,,552,,230 Main St,Wellfleet,MA,2667,Wellfleet (village),5,4.5,3494,138,12632,Frances Schofield,Robert Paul Properties,(508) 945-5553,"Call List Agent, Accompanied Showings, Appointment Required","History Meets Luxury & Commerce in the heart of Wellfleet Village! Two, exquisitely renovated historic buildings on a single lot offer a world of opportunity for the investor, vacation home owner, businessperson, or year-round resident. A gorgeous Greek Revival residence--on the National Trust Register--has been restored to perfection with style, quality and artistry. It offers 4BR/3.5BA on 3 levels; gourmet kitchen w/ stainless, granite, top-line cabinetry & appliances; open floor plan; wood floors; central air; sumptuous baths; two decks; & excellent rental history. The adjoining 2-story building, brimming with character, currently accommodates a fine art gallery, with antique wide pine floors, open floor plan on 2 floors, & additional space/BA on LL. Ample on-site parking areas for business & residence. Excellent visibility. Shared septic for 5BRs (4 & 1). The possibilities are historic!",,,0,,,,,,,MF,Main St,230,230,http://media.mlspin.com/photo.aspx?mls=72054244
47,72058847,SLD,119900,90000,8/26/2016,12/19/2017,,210,196,21 Victory Hwy,Glocester,RI,2814,,4,2,1522,238,97139,Joy Riley,Westcott Properties,(401) 421-5300,Schedule with ShowingTime or call 888-627-2775,"Unique opportunity to own a Multi-Family in Chepachet! Features large garage, 2 acre lot and so much potential! Prior oil spill – property is being sold as is and buyer will be responsible for remediation.",,,2,,,,,,,MF,Victory Hwy,21,21,http://media.mlspin.com/photo.aspx?mls=72058847
48,72070748,UAG,119000,,9/21/2016,,,62,58,77 Sidney St,New Bedford,MA,2740,,9,3,3126,107,3200,Richard Phipps,"CFS, Realty",(617) 296-7730,Schedule with ShowingTime or call 888-627-2775,"Three family  with three bedrooms each unit.  In need of remodeling or replacement of roof, the kitchens and baths. This is a short sale and third party approval is needed.",,,0,,,,,,,MF,Sidney St,77,77,http://media.mlspin.com/photo.aspx?mls=72070748
49,72072957,SLD,180000,163000,9/26/2016,12/04/2017,,262,262,12 Morton St,Chicopee,MA,1020,,4,2,1903,118,23087,The Denise DeSellier Team,"Real Living Realty Professionals, LLC",(413) 567-3361,Schedule with ShowingTime or call 888-627-2775,"Beautiful Multi-family Victorian complete with wrap around front porch and turret.  Your first impression in the entrance is WOW with the stained glass window and the detail in the newel post.  This meticulous homes first floor offers a large living room, eat in kitchen with full walk in pantry and two great bedrooms.  The second floor is larger than the first with similar rooms and the distinctness of the turret is evident in the large living room.  The second floor also offers access to the walk up attic which could be expanded for additional living space.  This home is perfect for the investor or if you are looking to live on one level and have the other to help pay the mortgage. Home being sold ""as is"".",,,2,,,,,,,MF,Morton St,12,12,http://media.mlspin.com/photo.aspx?mls=72072957
50,72076554,SLD,170000,163200,10/04/2016,12/08/2017,,290,269,49 S Sturbridge Rd,Charlton,MA,1507,,5,3,2120,176,21780,Matteo Gentile,EXIT Realty Partners,(855) 797-3948,"Call List Agent, Accompanied Showings, Appointment Required","Rare find.  Investors and owner occupants must check this out.  This 3 unit property can help you pay your mortgage or it can also pay for itself as an investment.  Large 2 -1/2 story attached barn could be finished for additional space, used for storage or for hobbies.",,,1,,,,,,,MF,S Sturbridge Rd,49,49,http://media.mlspin.com/photo.aspx?mls=72076554
51,72082805,SLD,249900,245000,10/18/2016,12/29/2017,,419,396,84-86 Woodlawn St,New Bedford,MA,2744,,6,3,2436,94,3391,Jose Castelo,ERA Jose S. Castelo Real Estate Inc.,(508) 995-6291,"Call List Agent, Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","In great condition! 2 Family with 3 bedrooms, central  heating, fenced in yard, off-street parking and convenient location within walking distance to beach and park and also shopping and highways! Bay views from the 2nd floor porch! (361)",,,0,,,Gomes ES,Roosevelt MS,NBHS,,MF,Woodlawn St,8486,84-86,http://media.mlspin.com/photo.aspx?mls=72082805
52,72089205,SLD,144500,137500,11/02/2016,12/14/2017,,302,281,752-754 Alden St,Springfield,MA,1109,Pine Pt Bstn Rd,6,2,2486,93,6878,Roberta Johnson,"Real Living Realty Professionals, LLC",(413) 596-6711,Schedule with ShowingTime or call 888-627-2775,"Great Opportunity for investor or owner occupied. It’s also perfect for  a Home Owner who like to Live  on One floor and Collect Rent from the Second Floor.  Each Unit has 6 rooms, 3 Bedrooms, Living Room, Dining Room, Kitchen and extra room for office or Relaxation.  Many updates include roof, gas boiler for first floor and more. Both units have separate utilities. Vinyl sided for easy upkeep (APO).",,,0,,,,,,,MF,Alden St,752754,752-754,http://media.mlspin.com/photo.aspx?mls=72089205
53,72089916,SLD,269900,265000,11/04/2016,12/29/2017,,373,373,35 Stewart,Fall River,MA,2720,,5,2,2592,118,3780,Maria A Araujo,White House Realty,(508) 677-3666,"Call List Office, Call List Agent","HIDDEN GEM - 2 Family Home completely and totally renovated.  Tastefully renovated.  Both first flr apt and 2nd flr apt are Townehouse - style units.  New kitchens, granite countertops,   Gas insert fireplaces, ceramic and hardwood floors thru-out. oak stairways, crown moulding, french doors, new windows, new vinyl siding, 2 wraparound Trex decks (upper and lower).  2 central a/c units,  Asphalt driveway and parking for 4+ cars.",,,0,,,,,,,MF,Stewart,35,35,http://media.mlspin.com/photo.aspx?mls=72089916
54,72090050,UAG,140000,,11/04/2016,,,400,380,416 Orange St,Springfield,MA,1108,Forest Park,5,3,2046,108,5027,Dorothy Lortie,Dot Lortie Realty / Landmark,(413) 739-9636,Call List Agent,"Great opportunity to own this well maintained vinyl/stucco 2 family near E Forest Park and with lead compliance certificate so valuable to new owner. A 2 bedroom unit on the 1st floor w/bath and a 3 bedroom (possible 4 as huge dorm room on 3rd) unit on the 2nd & 3rd floors w/2 more full baths. Both with large eat-in kitchens w/appliances & ceramic tile floors. Bright basement & sheet rocked for game room. Much newer carpeting & updated thermo windows. Tenants pay their own utilities. Great parking w/large 2 car garage, convenient to stores, library, restaurants & more.",,,2,,,,,,,MF,Orange St,416,416,http://media.mlspin.com/photo.aspx?mls=72090050
55,72090424,SLD,140000,130000,11/07/2016,12/14/2017,,209,197,712-714 Water St,Fitchburg,MA,1420,,6,3,3132,108,3784,Marcia Casacca,Coldwell Banker Residential Brokerage - Leominster,(978) 840-4014,"Call List Agent, Accompanied Showings","If you came to see this last year, come again, lots of work has been done. We now have occupancy permits for this 3-family vinyl sided, in need of some cosmetic work. All permits were obtained and closed out. At least Five Off Street Parking spots and on the bus line. Large apartments (1000 sf each) with 2 bedrooms each, separate utilities, 75% new windows, new porches, forced HW gas heat, no knob and tube (all new electric) 200 amp service, 8-10 yr old flat rubber roof, new water pipe from Street to house in Nov 2015. Laundry hookups in basement. Zoning can possibly accommodate commercial business - previously a beauty shop on the first floor. New rail/bike trail runs behind the property. Additional parking also available in the back of the building. Proof of funds to be sent to Listing Broker prior to appointment or rehab loan qualification.",,,0,,,,,,,MF,Water St,712714,712-714,http://media.mlspin.com/photo.aspx?mls=72090424
56,72093493,ACT,1249000,,11/15/2016,,,833,,22 Millfield Street,Falmouth,MA,2543,,8,6,4500,128,4791,Erika Capobianco,Engel & Voelkers Falmouth,(508) 548-3415,"Call List Agent, Accompanied Showings, Appointment Required","Woods Hole Waterfront w/Amazing Harbor Views!! Situated on the quaint harbor of Eel Pond offering a protected anchorage w/access to Vineyard Sound is this enchanting 5 unit Victorian in a prime location to rent or enjoy yourself. This three story multi-family is in the center of Woods Hole activities. Just a short walk to dining, theater, shopping, aquarium & ferry to the Vineyard. Make Memories just minutes away on the sandy shores of Stoney Beach, one of Woods Hole's most sought after beaches. Exciting adventures await you here at one of Cape Cod's most magical locations. 3 units have idyllic water views, 2 units are on the street side. Parking for 5 cars off street.Prime location for rentals to visiting marine biologists & scientists as MBL & WHOI. A wonderful opportunity for conversion into high end waterfront condo's. A Must See!!",,,0,,,,,,,MF,Millfield Street,22,22,http://media.mlspin.com/photo.aspx?mls=72093493
57,72099638,SLD,249900,100000,12/07/2016,12/27/2017,,48,25,878 Chicopee St,Chicopee,MA,1013,,15,6,0,127,6098,Kathy Morin-Paul,Kathy M. Paul Real Estate,(413) 539-5996,"Call List Office, Call List Agent","This  6 family has a  steady rental history and a  2 car garage  with some parking area. Property being sold ""as is"", no repairs or credits.. Current tenants will remain. The Buyer will be responsible for smoke/carbon inspection and obtaining certificate at closing. Currently all apartments are rented. One heating system (gas) , separate electric as well as an owners meter. Bus stop in front of property.",,,2,,,,,,,MF,Chicopee St,878,878,http://media.mlspin.com/photo.aspx?mls=72099638
58,72100667,ACT,199900,,12/11/2016,,,650,,27-29 Pleasant St,Ware,MA,1082,,8,4,4400,168,8052,Dorrinda O'Keefe Shea,Century 21 NS Group,(508) 885-3443,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Turn Key Investment Opportunity! This could be an Owner occupied or Rent all 4 Units the choice is yours.  4 family Rental units updated throughout.  This property was built when craftsmanship could be seen in their work.  This home has been well maintained by current owners.  4 units with 2 bedrooms and 1 bath in each unit, all with separate utilities state they have  replaced windows and roof approximately 10 years ago.  Whole house recently vinyl sided and insulated.  Newer Boilers and hot water heaters.  All the work has been done for you.  Fully rented so immediate CASH flow. Located walking distance to downtown area .  15 Minutes to Mass Pike and half way between Worcester and Springfield great commuter location!",,,0,,,SMK,Ware Middle,Jr/Sr Ware High,,MF,Pleasant St,2729,27-29,http://media.mlspin.com/photo.aspx?mls=72100667
