0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
21,72085481,UAG,289000,,10/24/2016,,,322,322,593 Depot St,Harwich,MA,2645,,4,2,1691,253,40946,Steven Putnam,"Today Real Estate, Inc.",(508) 398-0600,Appointment Required,"Rare opportunity to own an antique home built 1765 in a historic district of Harwich with almost 1700 square feet of living area. This property sits on almost an acre of land and has 4 bedrooms, 2 full baths, large kitchen and dining areas, sun-porch, and an oversized detached garage. The property has built in cabinets, a newer heating system, water heater and air conditioning wall unit.   The property does have a Guardian emergency gas generator. The home needs work, but has huge potential. A new 4 bedroom septic system to be installed by the seller.",Farmhouse,,1,Gas,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Other (See Remarks);Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:--;Foundation:Concrete Block;Construction:--;Exterior:Shingles;Exterior Features:Porch - Screened, Patio, Fenced Yard;Insulation:Full;Electric:--;Interior Features:--;Hot Water:Natural Gas;",SF,Depot St,593,593,http://media.mlspin.com/photo.aspx?mls=72085481
22,72088888,CTG,315000,,11/02/2016,,,437,424,63 Suomi Rd,Pembroke,MA,2359,,3,2.5,1459,49,16896,Joan M. Ulich,"Mariner Realty, LLC",(617) 773-3030,"Call List Agent, Accompanied Showings","MOTIVATED SELLERS, READY TO MOVE ON. Near the shores of Furnace Pond with direct  water access from Mill Pond Brook to the open waters of the pond sits this one owner 7 rm home.  There is a finished basement with full kitchen,  Walk out lower level of the home consists of and living/bedroom, kitchen and bath that is ideal for extended family or possible in-law.  First floor  has a fireplace living room, dining area and a newer kitchen, full bath with laundry hook ups.  Continue up to the second floor to 3 bedrooms and another full bath.  This is a one owner home and pride of ownership shows throughout.  A new septic has been installed.  This is a nature lovers dream, fishing, boating, relaxing on the deck.  Stop by to see the possibilities for yourself.",Garrison,1,0,Electric Baseboard,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Irregular;Construction:Frame;Exterior:Shingles;Exterior Features:Deck - Wood, Storage Shed;Insulation:Full;Electric:--;Interior Features:Cable Available;Hot Water:Electric;",SF,Suomi Rd,63,63,http://media.mlspin.com/photo.aspx?mls=72088888
23,72091805,UAG,425000,,11/10/2016,,,392,377,48 Peabody Lane,Greenfield,MA,1301,,4,3.5,3019,40,54014,Mary Wilson Cohn,Cohn & Company,(413) 772-0105,"Call List Agent, Appointment Required","Fabulous home and location in Highland Park on a double lot with a 40' pool.  The 4 bedroom, 3.5 bath has 2 Master bedrooms (1st & 2nd floors), an open floor plan, and lots of light.  Huge 2 car garage with garden room and upstairs storage.  Well built and maintained with over 3000 sq. ft. of living space.  Office with skylights, 1st floor laundry and lush landscaping.",Contemporary,1,2,"Hot Water Baseboard, Oil, Passive Solar",,Federal Street,GMS,GHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Metal;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator, Dryer - ENERGY STAR, Washer - ENERGY STAR;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Deck, Patio, Pool - Inground, Gutters, Professional Landscaping, Stone Wall;Insulation:Full, Fiberglass;Electric:200 Amps;Interior Features:Central Vacuum, Cable Available, Whole House Fan;Hot Water:Oil, Tank, Separate Booster;",SF,Peabody Lane,48,48,http://media.mlspin.com/photo.aspx?mls=72091805
24,72095983,UAG,399500,,11/23/2016,,,355,355,279 Main Street,Groton,MA,1450,Groton,5,3,4832,134,40075,Jeff Gordon,EXIT Assurance Realty,(978) 448-6800,"Call List Agent, Lock Box, Go Direct, Sign","Now offered FOR-SALE.  Rich with HISTORY, and once the Sacred Heart Church of Groton, built in 1884, as the Chapel for the Groton School on Farmers Row.  The Church was given to the Groton Catholics and moved to Main Street in 1904.  Dedicated as a Catholic Church in 1905, and used for the next 102 years.   Under the Zoning By Laws, the property can be used for Religious Purposes, Residential, Educational Purposes, a Day Care, and many others.  New HVAC, Electrical Upgrades.  Located in the heart of Groton center, it is within walking distance to restaurants, a supermarket, the Town Library, public elementary and middle schools and the Nashua River Rail Trail.  Town Water and Sewer.  Parking for 40 to 50 cars.  Note: Bedroom and Bathroom counts are for search purposes only.","Colonial, Antique",,0,"Central Heat, Forced Air, Gas",,GDRSD,GDRSD,GDRSD,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles, Slate;Floor:Wood;Appliances:None;Foundation:Poured Concrete, Fieldstone, Brick, Granite;Construction:Frame;Exterior:Clapboard, Wood, Stucco;Exterior Features:Gutters;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Electric;",SF,Main Street,279,279,http://media.mlspin.com/photo.aspx?mls=72095983
25,72099611,UAG,995000,,12/07/2016,,,377,377,20 McCormick rd.,Spencer,MA,1562,,2,1,1056,89,7188706,James Lovett,Century 21 NS Group,(508) 885-3443,"Call List Agent, Accompanied Showings","165 plus acres of land. house and barns on the property. Both need loads of work.  The views from this property are the ""best"".  lots of open land currently used for hay crops.Currently in 61a.  Restore the farm you always wanted. great location for a retreat or conference center.",Ranch,,0,None,,,,,Basement:No;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard;Exterior Features:--;Insulation:Unknown;Electric:--;Interior Features:--;Hot Water:--;,SF,McCormick rd.,20,20,http://media.mlspin.com/photo.aspx?mls=72099611
26,72103129,UAG,339900,,12/22/2016,,,355,355,Lot 22 Field Stone Lane,Marion,MA,2738,,3,3,1592,1,7002,Ashley Steen,Steen Realty,(508) 995-0403,Call List Office,"New construction! 7002 sq ft lot available in Sippican Woods, Marion’s newest subdivision!  Turnkey home packages available starting at $339,900.  We have several models available on spec or can build to suit client’s needs.   Contact listing agent for details.",Other (See Remarks),1,0,"Forced Air, Gas, ENERGY STAR",,Sippican,Old Rochester,Old Rochester,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Gutters;Insulation:Full, Fiberglass - Batts, Fiberglass - Loose;Electric:200 Amps;Interior Features:--;Hot Water:Natural Gas;",SF,Field Stone Lane,22,Lot 22,http://media.mlspin.com/photo.aspx?mls=72103129
27,72103907,UAG,155000,,12/29/2016,,,185,170,228 Main St,Groveland,MA,1834,,2,2,1152,117,4206,Vision Realty Group,RE/MAX Renaissance Inc.,(978) 664-3000,"Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","**SHORT SALE**SOLD AS-IS**PRICE NOT YET APPROVED BY LENDER**NEGOTIATED BY ATTORNEY** Great starter home with tons of potential. Hardwood floors in the Living room, 2 bedrooms with finished lower level. Eat in kitchen with laundry. Fenced in yard. Close to town, shopping and recreational facilities. Easy access to highway for commuters. ** Subject to short sale negotiation fee of $5,000 paid at closing by buyer. Smoke certificate and final water bill is buyer's responsibility **ALL OFFERS MUST HAVE SIGNED DISCLOSURE ATTACHED TO THIS LISTING**",Colonial,,0,"Hot Water Baseboard, Gas",,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Concrete Block;Construction:--;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Main St,228,228,http://media.mlspin.com/photo.aspx?mls=72103907
28,72106208,UAG,125000,,01/06/2017,,,611,327,309 Locks Pond Rd,Shutesbury,MA,1072,,2,1,995,68,24393,Brad Spry,Coldwell Banker Upton-Massamont REALTORS®,(413) 461-3650,"Call List Agent, Lock Box","Whether this is your year round home or vacation home, you will enjoy the close proximity to the beaches and recreational opportunities of Lake Wyola.  You may want to do some updating cosmetically but overall the house is in good shape and the structure and systems are up to date.  The newer bamboo floors are very nice.  Lots of windows bring the light in.   There is a large deck overlooking the attractive yard, which offers space for play or gardening. Unlike most of the lake properties this has a full basement with concrete floor and walk out access.","Ranch, Cottage",1,0,"Hot Water Baseboard, Propane",,SES,ARMS,ARHS,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Bamboo;Appliances:Wall Oven, Countertop Range, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:--;Exterior Features:Deck;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:--;Hot Water:Electric;",SF,Locks Pond Rd,309,309,http://media.mlspin.com/photo.aspx?mls=72106208
29,72108267,UAG,750000,,01/11/2017,,,331,315,14 James Lane,Cohasset,MA,2025,,2,2.5,1600,1,0,Corey Axelson,Coldwell Banker Residential Brokerage - Cohasset,(781) 383-9202,"Call List Agent, Accompanied Showings","Discover Cohasset Village from a brand NEW perspective, steps away from Historic Cohasset Common, shops and restaurants on Main Street; live amongst the arts and traditions in the heart of the Village with the confidence of outstanding craftsmanship.  The Homes at Cohasset Village consist of eleven luxury townhomes, a stone's throw from picturesque Cohasset Harbor.  View the Model Home to see the designer Showcase kitchen, which features every amenity for today's enjoyment of gourmet cooking and entertaining.  The home boasts Minuet quartz countertops in the kitchen and Carrera marble counters with Nantucket basket weave tile in the Master and second bedroom private baths.The community has been professionally landscaped by renowned designer Amy Martin with perrenial plantings and blue stone pathways intertwining along James Lane. The entryway is enhanced with a Colonial portico, Azek porch and granite steps, highlighted with it's own stonewall. Make this your home!",Colonial,1,2,Gas,,Osgood/DeerHill,Cohasset Middle,Cohasset HS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Marble, Hardwood;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Refrigerator, Freezer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Other (See Remarks);Exterior Features:Deck - Composite, Decorative Lighting, Garden Area, Stone Wall;Insulation:Full, Blown In, Cellulose - Fiber, Cellulose - Sprayed;Electric:200 Amps;Interior Features:Cable Available, French Doors;Hot Water:Natural Gas;",SF,James Lane,14,14,http://media.mlspin.com/photo.aspx?mls=72108267
30,72113355,CTG,735000,,1/28/2017,,,434,311,22 Bridge Gate,Plymouth,MA,2360,Pinehills,3,4.5,3814,11,12637,Paula Araiza,Macdonald & Wood Sotheby's International Realty,(781) 934-2000,"Lock Box, Schedule with ShowingTime or call 888-627-2775","Award winning ""Chilton"" design home built by Thorndike in desirable Bridge Gate neighborhood located across from The Stonebridge Club and close to The Village Green. Immaculate home features a signature rear covered wrap around deck with wood ceiling,outdoor dining room with ceiling fan. Main floor living offers grand 2 story entrance foyer, formal dining room, study, powder room, second entrance, mudroom, and laundry room. Gourmet kitchen with plantation shutters, granite, custom cabinets, double ovens/microwave, gas cooktop, backsplash and breakfast nook. Private, spacious master suite w/ Jacuzzi tub, shower and ample closet space. Stunning wood staircase leading to loft area and two guest bedrooms,full bath and cedar closet. The walk-out lower level provides a family room, full bath and bonus room that can be utilized as a potential sleeping area. Access to 77 acre Great Island Pond.  Live The Pinehills lifestyle...golf, pools, tennis, walking trails, restaurants, shopping and more!",Contemporary,1,2,"Forced Air, Gas",,,,South,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Shingles, Wood;Exterior Features:Porch, Deck - Wood, Covered Patio/Deck, Gutters, Professional Landscaping, Sprinkler System;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Finish - Cement Plaster;Hot Water:Natural Gas;",SF,Bridge Gate,22,22,http://media.mlspin.com/photo.aspx?mls=72113355
31,72113701,UAG,399900,,1/30/2017,,,288,288,130 Prospect Street,Auburn,MA,1501,,3,2.5,1722,1,20000,Kevin Maher,Emerson REALTORS®,(508) 832-5324,Call List Agent,"To Be Built. Outstanding plan offering center open space concept. Private master suite. Superior location. Emerson's high level of quality construction including 2""x 6"" walls, 500 gallon underground propane tank and super interior finish. Lower level finish are available at additional costs.   Other plans available/No splits.  Will have walkout basement.",Colonial,,2,"Forced Air, Propane",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters, Screens;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Electric, Tank;",SF,Prospect Street,130,130,http://media.mlspin.com/photo.aspx?mls=72113701
32,72115721,CTG,1295000,,02/01/2017,,,383,377,24 Wheelhouse,Mashpee,MA,2649,New Seabury,4,4.5,3345,31,19166,Joan Witter,Sotheby's International Realty,(508) 428-9115,"Call List Agent, Accompanied Showings, Appointment Required","Outstanding views and sunsets from this waterfront home located in desirable Little Neck Bay. This dramatic layout offers first floor living with floor to ceiling windows that bring the outside in. The home is designed for summer entertaining with an in-ground pool and cabana and multiple decks and patios. There are 3 levels of living and the top floor is perfect for an at home office. Don't miss this great property that is ready for immediate occupancy. Minutes to South Cape beach, Mashpee Commons and all that New Seabury has to offer. Buyer to verify all information contained herein.",Contemporary,1,2,Forced Air,,,,,"Basement:Yes;Fireplaces:1;Roof:--;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:--;Exterior Features:Deck, Patio, Pool - Inground, Professional Landscaping;Insulation:--;Electric:--;Interior Features:Security System, Wetbar;Hot Water:Natural Gas;",SF,Wheelhouse,24,24,http://media.mlspin.com/photo.aspx?mls=72115721
