,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
23,72100492,UAG,209900,,12/7/2016,,,111,111,Lot 6 Alpine Drive,Southbridge,MA,01550,,3,1.5,1200,1,20473,Mary Jo Demick,Aucoin Ryan Realty,(508) 765-9155,Call List Agent,"LOOKING FOR A COLONIAL YOU CAN AFFORD! LOOK NO FURTHER!! This home has a large, open kitchen & dining room~perfect for family gatherings! There is a spacious living room & option for a full bath. The 2nd level has a master bedroom with walk in closet, 2 bedrooms & a full bath with shower/tub combo. Home comes with 2X6 wall construction, gas heat & hot water, vinyl siding, energy star windows, 30 year arch shingles, private well & septic. Great, local builder that is easy to work with. Many lots and added options to choose from! Be the first to take advantage of this wonderful to be built home! Call for details and/or to walk the land. TO BE BUILT!",Colonial,1,0,"Forced Air, Propane",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Laminate;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:--;Hot Water:Propane Gas;",SF,Alpine Drive,6,Lot 6,http://media.mlspin.com/photo.aspx?mls=72100492
24,72109614,CTG,689000,,1/18/2017,,,418,409,178 Smith Neck Road,Dartmouth,MA,02748,South Dartmouth,3,2.5,2784,17,40510,Lindsey Duckworth,Keller Williams Realty of Newport,(401) 845-9200,"Sign, Other (See Special Showing Instructions)","Custom built home with water views and many unique features! Designed by architect Christopher Hall, this home offers serene natural light with skylights and oversized windows. First floor offers 2 fireplaces, custom built-ins, hardwoods, granite countertops, and a 28x16 kitchen, great for entertaining. Second floor offers three bedrooms and 2 full bathrooms including master suite with Swedish sauna. The best part of this home is the unique 3rd level observatory with water views and wet bar, a great space to relax with a good book or to create an amazing home office! This home also boasts a 2.5 stall garage, walkout basement with workshop & wine storage, central heat & a/c, central vac and much more! Perfect for year-round living or a vacation home oasis!!","Shingle, Mid-Century Modern, Craftsman",1,2,"Central Heat, Forced Air, Propane",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood, Stone / Slate;Appliances:Range, Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator, Freezer, Washer, Dryer, Vacuum System, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck, Deck - Wood, Gutters, Professional Landscaping, Decorative Lighting, Screens, Garden Area, Stone Wall;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Cable Available, Sauna/Steam/Hot Tub, Wetbar, Wired for Surround Sound;Hot Water:Propane Gas, Tank;",SF,Smith Neck Road,178,178,http://media.mlspin.com/photo.aspx?mls=72109614
25,72111282,UAG,710000,,1/3/2017,,,64,64,19 Deacon Joseph Lane,Dennis,MA,02638,Dennis (village),3,2.5,2163,32,21780,Reciprocal Reciprocal,Cape Cod Reciprocal,(508) 111-1111,--,"Great opportunity to own this Dennis Village's Nobscusett neighborhood home.Put your own touches on this one owner three bedroom, (1st Flr. master) Cape. Two and one half baths, a two car garage with a large unfinished bonus room above. Recently installed generator. Roof aprox. 5 years old. This home is nestled in a Cul De Sac off Nobscusett Rd., offering both privacy and convenience. This North side village Cape is located very close to some of the Capes most magnificent bay beaches. Walk, bike, drive to more than a dozen very popular restaurants and watering holes. Take in a movie or play at the Cape playhouse complex. Visit the art museum, stroll to the village green for an outdoor concert. The activities are endless, and so are the beaches. As they say, Location, Location, and, location.",Cape,,0,"Central Heat, Hot Water Baseboard, Gas",,Nixon,,Dennis-Yarmouth,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher, Refrigerator, Freezer, Freezer - Upright;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Gutters, Garden Area;Insulation:Full, Fiberglass;Electric:110 Volts;Interior Features:Central Vacuum;Hot Water:Natural Gas;",SF,Deacon Joseph Lane,19,19,http://media.mlspin.com/photo.aspx?mls=72111282
26,72111601,UAG,537850,,1/24/2017,,,38,38,Lot 13 Senator Bolling Circle,Boston,MA,02124,,3,2.5,2495,1,5360,JL Williams,Coldwell Banker Residential Brokerage - Waltham,(781) 893-0808,Other (See Special Showing Instructions),"Presenting the ""Arbor"" 2170 + square feet - 3 bedrooms - 2.5 baths - attached garage - oak floors - insulated windows and doors - 2 heat zones - kitchen appliances included - covered front porch - basements designed for future build-out with rough plumbing and oversized windows or can be finished per seller request -HardieBoard siding - front yard landscaping included.",Colonial,,1,Central Heat,,,,,"Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood, Hardwood;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Refrigerator, Refrigerator - ENERGY STAR, Dishwasher - ENERGY STAR, Cooktop - ENERGY STAR, Range - ENERGY STAR, Rangetop - ENERGY STAR, Oven - ENERGY STAR;Foundation:Concrete Block;Construction:--;Exterior:--;Exterior Features:--;Insulation:Full, Partial, Fiberglass;Electric:--;Interior Features:Security System, Cable Available;Hot Water:Natural Gas;",SF,Senator Bolling Circle,13,Lot 13,http://media.mlspin.com/photo.aspx?mls=72111601
27,72111911,UAG,329862,,1/24/2017,,,39,23,24 Standish Rd,Revere,MA,02151,Beachmont,3,2,1802,98,4682,Albeiro Lopera,United Brokers,(617) 389-2700,Call List Agent,"ADORABLE AND WELL MAINTAINED BUNGALOW STYLE HOME WITH THE EXTENDED LIVING IN LOWER LEVEL.  VINYL SIDING AND GREAT OUTDOOR LIVING WITH LARGE DECK AND PRIVATE YARD, 4 PARKING SPACE 2 ON EACH SIDE OF THE HOUSE, CLOSE TO A TRANSPORTATION, HIGHWAYS, NEAR THE BEACH AND SHOPPING CENTER   BUY AN PAY LEAST THAN YOU PAY FOR RENT   FIRS SHOWING ON SUNDAY JANUARY 29 / 2017 FROM 12 NOON TO 1:00 PM NO EXCEPTIONS ANY QUESTIONS CALL LISTING AGENT ANY AND ALL OFFERS WILL BE PRESENTED BY 6:00PM MONDAY THE 30TH JAN 2017",Bungalow,B,0,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:--;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Refrigerator;Foundation:Concrete Block;Construction:--;Exterior:--;Exterior Features:Porch;Insulation:Partial;Electric:110 Volts;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Standish Rd,24,24,http://media.mlspin.com/photo.aspx?mls=72111911
28,72114091,UAG,1100000,,1/31/2017,,,20,2,Lot 8 Amber Drive,Wrentham,MA,02093,,4,4.5,4400,2,43560,Trish Bergevine,Berkshire Hathaway HomeServices Page Realty,(508) 384-3435,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","WELCOME TO ONE OF THE PREMIER LOTS IN BEAUTIFUL AMBER FIELDS....QUALITY BUILDER READY TO BUILD TO YOUR NEEDS...ENJOY A IDYLLIC QUALITY OF LIFE IN THIS GREAT SUB-DIVISION!!!.  COME BUILD YOUR DREAM HOME....THIS LOCATION IS PERFECT FOR COMMUTING TO BOSTON OR PROVIDENCE AND THE AREA AMENITIES ARE AMAZING...THEY INCLUDE THE POPULAR PREMIUM OUTLETS, THE BIG APPLE, LAKE PEARL WITH BOTH PUBLIC BEACH AND BOAT ACCESS....THE PAN MASS CHALLENGE RIDES BY EVERY AUGUST.. ENJOY THE CUSTOM KITCHEN OF YOUR DREAMS  WITH LARGE ISLAND, BUTLERS PANTRY, AND A TRIM PACKAGE THAT INCLUDES PICTURE FRAME WAINSCOTING, TRANSOMS, TREY CEILING TO NAME JUST SOME OF THE SPECIAL FEATURES!!!....WE HAVE PLANS TO CHOOSE FROM OR BRING YOUR OWN!!!  CALL TO DISCUSS AVAILABLE LOTS AND MEET WITH THE BUILDER. ENJOY THE PHOTOS AND STAY TUNED FOR A SPECIAL VIDEO TOUR OF THE NEIGHBORHOOD AND AREA ATTRACTIONS!! SPRING 2017 DELIVERY.",Colonial,1,3,"Forced Air, Propane",,Delaney,King Philip,King Philip,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Hardwood, Stone / Slate;Appliances:Range, Wall Oven, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Fiber Cement Siding;Exterior Features:Deck, Patio, Professional Landscaping, Sprinkler System;Insulation:Full, Unknown;Electric:--;Interior Features:Central Vacuum, Security System, Cable Available, Wetbar;Hot Water:--;",SF,Amber Drive,8,Lot 8,http://media.mlspin.com/photo.aspx?mls=72114091
29,72118455,CTG,1995000,,2/12/2017,,,397,386,22 Dusty Miller Rd.,Falmouth,MA,02540,,3,3,2074,64,74487,Lynn O'Neill,"Robert Paul Properties, Inc.",(508) 540-9800,"Call List Agent, Appointment Required, Sign","First time offered, this private residence consisting of a traditional expanded Cape Cod style home with panoramic views of Buzzards Bay.  This property enjoys deeded access to private Racing Beach. This home is set on 1.7 acres, this setting offers views, magnificent sunsets, and sea breezes with an easy walk to private sandy beach. Long driveway provides privacy.  First floor has a master suite, kitchen, formal dining room. large front to back living room with wood burning fireplace and hardwood floors.  A second floor offers two generous bedrooms and a full bath.  There is also a detached deck perched on the elevated lot overlooking Buzzards Bay and the beach below-perfect for entertaining.  Expansion possibilities. Existing home in X flood zone, not requiring flood insurance.  There is two car attached garage with breezeway and detached shed. Make wonderful summer memories at this spectacular property!  Abutting property 1+ acre of land also available for sale at $799,000.",Cape,1,2,"Hot Water Baseboard, Gas",,Mullen,Morse Pond,Falmouth,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck - Wood, Storage Shed, Outdoor Shower;Insulation:--;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;",SF,Dusty Miller Rd.,22,22,http://media.mlspin.com/photo.aspx?mls=72118455
30,72121293,UAG,190000,,2/21/2017,,,19,1,7 Cote Cir,Bourne,MA,02532,Buzzards Bay,3,1.5,1120,47,16030,Tony Nakhle,eXp Realty,(888) 854-7493,Schedule with ShowingTime or call 888-627-2775,"Short Sale.  Being sold in ""as is"" condition.  Buyer responsible for final water, smoke certificate and Title V.  House needs new septic.",Ranch,1,1,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Cote Cir,7,7,http://media.mlspin.com/photo.aspx?mls=72121293
31,72121369,UAG,164900,,2/21/2017,,,4,4,128 Dagmar Dr,Brockton,MA,02302,,3,1,1320,54,17903,Lony A. Andrade,Imperium Realty,(508) 802-3305,Call List Agent,Single family short sale. Almost 1/2 Acre lot with beautiful curb appeal.  lower level ready  to be finished and provide bonus space for the family to enjoy.,Split Entry,,0,"Forced Air, Electric",,,,,Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch;Insulation:--;Electric:110 Volts;Interior Features:--;Hot Water:Electric;,SF,Dagmar Dr,128,128,http://media.mlspin.com/photo.aspx?mls=72121369
32,72122691,UAG,259900,,2/24/2017,,,25,25,1 Peter Rd,Plymouth,MA,02360,West Plymouth,4,2,2020,35,33939,Doreen Heffron,"Village Realty HM, LLC",(617) 474-0004,"Call List Agent, Accompanied Showings, Appointment Required","Spacious single family raised ranch. Main living level features open living, dining and kitchen, three bedrooms, 1 full bath.  Lower level features family room, laundry and fourth bedroom. Sliding doors off the dining room which leads to rear deck & swimming pool. One car garage attached. Overall good condition, however,  some upgrades and cosmetics are needed. Please acknowledge this home is being sold AS IS and may not qualify for conventional financing. BUYER RESPONSIBLE FOR AND SMOKE/CARBON . Seller does not make any warranties or representations. SUBJECT TO THIRD PARTY APPROVAL.AND SUBJECT TO BANKRUPCY APPROVAL.TITLE V PASSED.",Raised Ranch,1,1,"Forced Air, Electric",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Hardwood;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Peter Rd,1,1,http://media.mlspin.com/photo.aspx?mls=72122691
33,72123000,UAG,610495,,2/25/2017,,,24,8,47 Woody Nook,Plymouth,MA,02360,Pinehills,3,3,2700,1,8051,Christine Sweeney,Toll Brothers Real Estate,(508) 366-1440,"Call List Agent, Other (See Special Showing Instructions)","Visit our beautiful model daily from 9-5. Build the popular Baymont South Shore, an open concept plan featuring a beautiful gourmet kitchen with breakfast area that opens to the two-story great room with gas fireplace and dining room, private study, expansive master suite with large walk-in closet and luxurious bath. This first floor is complete with second bedroom and bathroom. The second floor features an oversized loft area with third bedroom and bathroom - perfect for overnight guests that would like a little more space. This design also features two covered decks for great outdoor living space. Many options available to personalize! Outstanding features including granite kitchen,20ft ceilings in foyer and family room, 5 burner cooktop and stainless steel appliance package, tiled baths and more.","Colonial, Other (See Remarks)",,2,"Central Heat, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Engineered Hardwood;Appliances:Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl, Stone;Exterior Features:Deck - Composite, Covered Patio/Deck;Insulation:Blown In, Fiberglass - Batts;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Woody Nook,47,47,http://media.mlspin.com/photo.aspx?mls=72123000
34,72124513,UAG,150000,,3/1/2017,,,16,2,15 Howard St,Milford,MA,01757,,3,1.5,1622,27,15002,Marta Cavalcante,"Dell Realty Associates, Inc.",(617) 629-5950,"Call List Agent, Appointment Required","Property sold in its “AS-IS, WHERE-IS” condition, Seller has no knowledge of condition. It is the responsibility of the buyer to do all research on specifics pertaining to this property.",Split Entry,1,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tankless;",SF,Howard St,15,15,http://media.mlspin.com/photo.aspx?mls=72124513
35,72125530,UAG,789990,,3/2/2017,,,17,2,Lot 41 Old Cart Path,Holliston,MA,01746,,4,3.5,3070,1,52000,Madlyn Fafard,Fafard Real Estate,(508) 881-6662,"Call List Office, Accompanied Showings","Under Construction- ""The Millennium Designer Diplomat"" 4BR/3.5BA/2-car. Kitchen, great for entertaining. Library can double as1st floor guest room.Dining room and Living room front to back on first floor. Two-story foyer and vaulted ceiling family room. Second floor has 4 bedrooms plus a laundry. Master suite with fireplace and a sitting area and large walk-in closet, on-suite full bath with soaking tub, double vanity,and tiled shower . Two car garage.","Colonial, Contemporary",1,2,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:Full, Fiberglass, Blown In;Electric:200 Amps;Interior Features:--;Hot Water:Electric;",SF,Old Cart Path,41,Lot 41,http://media.mlspin.com/photo.aspx?mls=72125530
36,72125685,UAG,115000,,3/2/2017,,,6,6,24 Orange St,West Springfield,MA,01089,,2,1,840,51,10000,Carlos Dos Santos Jr.,Ideal Real Estate - Chicopee,(413) 474-6283,"Lock Box, Schedule with ShowingTime or call 888-627-2775","This potentially charming 2 bedroom ,1 bath ranch is located near to many amenities. Property is in need of some work and is a perfect project house. This property is corporate-owned and being sold in ""AS-IS"" condition, no warranties or representation made by the seller.  All Cash offers require 10% deposit or $1,000 whichever is greater.  ***MULTIPLE OFFERS, ALL HIGHEST AND BEST OFFERS TO BE SUBMITTED BY MARCH 6TH AT 7PM**",Ranch,1,1,"Electric Baseboard, Electric",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Aluminum;Exterior Features:Fenced Yard;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:--;Hot Water:Electric, Tank;",SF,Orange St,24,24,http://media.mlspin.com/photo.aspx?mls=72125685
